2019-10-31 10:33:03.420924,10511393
2019-10-31 10:33:33.755674,10511408
2019-10-31 10:34:03.420608,10511546
2019-10-31 10:34:33.508611,10511648
2019-10-31 10:35:03.447673,10511683
2019-10-31 10:35:33.320844,10511775
2019-10-31 10:36:03.164997,10511927
2019-10-31 10:36:33.176963,10512048
2019-10-31 10:37:02.865347,10512136
2019-10-31 10:37:33.266723,10512195
2019-10-31 10:38:03.406737,10512249
2019-10-31 10:38:33.251135,10512539
2019-10-31 10:39:02.952420,10512625
2019-10-31 10:39:33.020063,10512901
2019-10-31 10:40:02.981009,10513037
2019-10-31 10:40:32.740835,10513200
2019-10-31 10:41:03.728943,10513277
2019-10-31 10:41:33.535374,10513370
2019-10-31 10:42:03.442199,10513488
2019-10-31 10:42:33.506722,10513632
2019-10-31 10:43:03.547249,10513724
2019-10-31 10:43:33.501241,10513798
2019-10-31 10:44:03.257469,10513912
2019-10-31 10:44:33.303271,10514150
2019-10-31 10:45:03.081008,10514315
2019-10-31 10:45:33.305828,10514471
2019-10-31 10:46:02.941161,10514634
2019-10-31 10:46:33.718620,10515236
2019-10-31 10:47:03.574090,10515310
2019-10-31 10:47:33.785867,10515490
2019-10-31 10:48:04.385667,10515673
2019-10-31 10:48:33.641310,10515734
2019-10-31 10:49:04.657597,10515836
2019-10-31 10:49:33.521193,10515902
2019-10-31 10:50:03.661329,10516052
2019-10-31 10:50:33.380986,10516212
2019-10-31 10:51:03.070073,10516374
2019-10-31 10:51:33.295422,10516467
2019-10-31 10:52:03.769602,10516489
2019-10-31 10:52:33.675495,10516571
2019-10-31 10:53:03.686705,10516721
2019-10-31 10:53:34.571092,10516877
2019-10-31 10:54:05.549283,10517068
2019-10-31 10:54:34.787363,10517283
2019-10-31 10:55:03.640634,10517465
2019-10-31 10:55:33.738145,10517554
2019-10-31 10:56:03.629108,10517725
2019-10-31 10:56:33.705349,10517892
2019-10-31 10:57:03.713864,10518113
2019-10-31 10:57:33.882728,10518209
2019-10-31 10:58:04.267744,10518328
2019-10-31 10:58:33.628588,10518367
2019-10-31 10:59:04.273346,10518458
2019-10-31 10:59:35.112954,10518531
2019-10-31 11:00:02.914916,10518697
2019-10-31 11:00:33.197634,10518753
2019-10-31 11:01:03.328287,10518934
2019-10-31 11:01:33.626005,10519137
2019-10-31 11:02:03.716168,10519326
2019-10-31 11:02:34.513657,10519414
2019-10-31 11:03:04.347896,10519583
2019-10-31 11:03:33.722455,10519661
2019-10-31 11:04:03.918712,10519754
2019-10-31 11:04:33.942472,10519856
2019-10-31 11:05:02.832946,10520074
2019-10-31 11:05:32.947280,10520093
2019-10-31 11:06:03.088172,10520267
2019-10-31 11:06:32.702848,10520436
2019-10-31 11:07:03.733486,10520464
2019-10-31 11:07:33.690809,10520562
2019-10-31 11:08:03.643836,10520740
2019-10-31 11:08:33.732213,10520856
2019-10-31 11:09:04.008270,10521116
2019-10-31 11:09:34.012481,10521473
2019-10-31 11:10:02.950370,10522078
2019-10-31 11:10:33.452711,10522134
2019-10-31 11:11:03.225769,10522189
2019-10-31 11:11:33.465025,10522285
2019-10-31 11:12:03.181885,10522398
2019-10-31 11:12:33.597045,10522449
2019-10-31 11:13:03.647103,10522543
2019-10-31 11:13:33.981266,10522618
2019-10-31 11:14:02.915986,10522721
2019-10-31 11:14:32.994043,10522859
2019-10-31 11:15:03.161925,10523043
2019-10-31 11:15:32.889049,10523118
2019-10-31 11:16:03.739120,10523160
2019-10-31 11:16:33.730195,10523172
2019-10-31 11:17:03.725523,10523279
2019-10-31 11:17:34.151662,10523359
2019-10-31 11:18:03.369454,10523493
2019-10-31 11:18:33.365237,10523656
2019-10-31 11:19:03.437807,10523902
2019-10-31 11:19:33.231159,10524167
2019-10-31 11:20:03.097339,10524222
2019-10-31 11:20:33.260394,10524311
2019-10-31 11:21:02.969857,10524424
2019-10-31 11:21:33.668256,10524488
2019-10-31 11:22:05.575960,10524536
2019-10-31 11:22:34.111098,10524561
2019-10-31 11:23:03.713800,10524614
2019-10-31 11:23:33.106995,10524656
2019-10-31 11:24:02.875206,10524730
2019-10-31 11:24:32.849548,10524919
2019-10-31 11:25:03.791819,10525030
2019-10-31 11:25:33.710981,10525087
2019-10-31 11:26:03.430994,10525223
2019-10-31 11:26:33.674152,10525527
2019-10-31 11:27:03.391808,10525549
2019-10-31 11:27:33.801249,10525641
2019-10-31 11:28:05.520086,10526033
2019-10-31 11:28:34.191069,10526083
2019-10-31 11:29:03.791819,10526250
2019-10-31 11:29:33.422222,10526352
2019-10-31 11:30:03.393492,10526568
2019-10-31 11:30:33.196336,10526699
2019-10-31 11:31:03.930374,10527096
2019-10-31 11:31:33.280343,10527139
2019-10-31 11:32:03.599544,10527232
2019-10-31 11:32:33.775727,10527691
2019-10-31 11:33:03.929744,10528153
2019-10-31 11:33:34.343309,10528435
2019-10-31 11:34:04.568422,10528700
2019-10-31 11:34:33.221530,10528781
2019-10-31 11:35:03.638704,10528960
2019-10-31 11:35:33.399146,10529051
2019-10-31 11:36:03.705321,10529144
2019-10-31 11:36:33.261926,10529735
2019-10-31 11:37:03.296852,10529816
2019-10-31 11:37:33.296677,10530128
2019-10-31 11:38:04.268126,10530196
2019-10-31 11:38:33.450806,10530304
2019-10-31 11:39:03.551218,10530412
2019-10-31 11:39:33.631024,10530716
2019-10-31 11:40:03.689291,10530894
2019-10-31 11:40:33.774895,10531060
2019-10-31 11:41:03.637029,10531324
2019-10-31 11:41:33.596043,10531372
2019-10-31 11:42:03.426887,10531529
2019-10-31 11:42:33.649738,10531631
2019-10-31 11:43:03.754570,10531696
2019-10-31 11:43:33.712331,10532042
2019-10-31 11:44:03.702076,10532377
2019-10-31 11:44:33.645847,10532514
2019-10-31 11:45:07.137760,10532964
2019-10-31 11:45:34.006746,10533046
2019-10-31 11:46:02.842443,10533112
2019-10-31 11:46:33.521100,10533303
2019-10-31 11:47:03.733889,10533585
2019-10-31 11:47:35.486292,10533709
2019-10-31 11:48:03.578173,10533795
2019-10-31 11:48:33.674212,10533976
2019-10-31 11:49:03.972692,10534077
2019-10-31 11:49:35.919719,10534133
2019-10-31 11:50:06.126521,10534182
2019-10-31 11:50:33.715922,10534235
2019-10-31 11:51:03.721347,10534424
2019-10-31 11:51:34.179356,10534643
2019-10-31 11:52:05.374753,10534730
2019-10-31 11:52:34.978820,10534785
2019-10-31 11:53:03.023009,10534886
2019-10-31 11:53:33.151267,10535101
2019-10-31 11:54:03.288351,10535153
2019-10-31 11:54:32.956130,10535367
2019-10-31 11:55:03.916325,10535422
2019-10-31 11:55:34.987363,10535849
2019-10-31 11:56:02.851762,10535890
2019-10-31 11:56:33.112195,10536067
2019-10-31 11:57:03.882930,10536145
2019-10-31 11:57:33.291235,10536165
2019-10-31 11:58:03.358354,10536654
2019-10-31 11:58:33.195516,10536774
2019-10-31 11:59:03.607233,10537045
2019-10-31 11:59:33.205045,10537119
2019-10-31 12:00:03.183978,10537242
2019-10-31 12:00:33.341840,10537359
2019-10-31 12:01:02.913287,10537415
2019-10-31 12:01:33.975633,10537575
2019-10-31 12:02:02.937066,10537624
2019-10-31 12:02:33.013116,10537721
2019-10-31 12:03:02.932172,10537919
2019-10-31 12:03:32.833559,10538057
2019-10-31 12:04:04.002526,10538211
2019-10-31 12:04:34.041840,10538293
2019-10-31 12:05:02.817200,10538567
2019-10-31 12:05:33.359338,10538603
2019-10-31 12:06:02.936607,10538731
2019-10-31 12:06:33.101381,10538893
2019-10-31 12:07:02.932236,10538929
2019-10-31 12:07:33.312496,10539043
2019-10-31 12:08:04.314950,10539242
2019-10-31 12:08:33.263452,10539435
2019-10-31 12:09:03.270223,10539685
2019-10-31 12:09:33.567569,10539774
2019-10-31 12:10:03.562081,10539862
2019-10-31 12:10:33.506576,10540120
2019-10-31 12:11:03.089019,10540180
2019-10-31 12:11:33.379051,10540341
2019-10-31 12:12:04.135479,10540512
2019-10-31 12:12:35.736845,10540616
2019-10-31 12:13:03.628444,10540874
2019-10-31 12:13:33.636397,10540951
2019-10-31 12:14:04.439560,10540997
2019-10-31 12:14:33.798299,10541154
2019-10-31 12:15:03.676897,10541211
2019-10-31 12:15:34.179468,10541323
2019-10-31 12:16:03.161214,10541666
2019-10-31 12:16:33.330073,10541724
2019-10-31 12:17:03.120086,10541793
2019-10-31 12:17:33.396008,10542042
2019-10-31 12:18:03.162856,10542123
2019-10-31 12:18:33.310095,10542314
2019-10-31 12:19:03.528532,10542481
2019-10-31 12:19:33.698846,10542612
2019-10-31 12:20:03.659456,10542947
2019-10-31 12:20:33.767653,10543076
2019-10-31 12:21:04.011642,10543187
2019-10-31 12:21:33.625318,10543278
2019-10-31 12:22:03.819119,10543320
2019-10-31 12:22:33.549026,10543470
2019-10-31 12:23:03.315930,10543651
2019-10-31 12:23:33.399624,10543768
2019-10-31 12:24:03.975394,10543935
2019-10-31 12:24:33.132861,10544020
2019-10-31 12:25:02.871648,10544329
2019-10-31 12:25:33.017668,10544518
2019-10-31 12:26:02.721779,10544693
2019-10-31 12:26:32.722955,10544831
2019-10-31 12:27:03.775816,10544887
2019-10-31 12:27:33.438276,10545008
2019-10-31 12:28:03.226187,10545175
2019-10-31 12:28:33.256256,10545216
2019-10-31 12:29:02.998462,10545337
2019-10-31 12:29:33.136418,10545448
2019-10-31 12:30:02.942675,10545497
2019-10-31 12:30:33.006663,10545695
2019-10-31 12:31:05.285674,10545785
2019-10-31 12:31:32.961748,10546027
2019-10-31 12:32:04.068079,10546197
2019-10-31 12:32:33.734801,10546355
2019-10-31 12:33:03.661249,10546693
2019-10-31 12:33:33.593829,10546842
2019-10-31 12:34:03.273314,10547129
2019-10-31 12:34:33.371399,10547228
2019-10-31 12:35:03.116991,10547400
2019-10-31 12:35:33.312898,10547581
2019-10-31 12:36:03.084474,10547667
2019-10-31 12:36:33.037821,10547736
2019-10-31 12:37:02.939355,10547966
2019-10-31 12:37:32.690332,10548165
2019-10-31 12:38:03.681642,10548355
2019-10-31 12:38:33.514961,10548507
2019-10-31 12:39:04.136165,10548510
2019-10-31 12:39:34.196980,10548612
2019-10-31 12:40:02.966235,10548807
2019-10-31 12:40:33.127488,10549250
2019-10-31 12:41:03.063341,10549406
2019-10-31 12:41:32.944657,10549537
2019-10-31 12:42:03.610774,10549659
2019-10-31 12:42:33.769451,10549968
2019-10-31 12:43:03.419816,10550023
2019-10-31 12:43:33.786654,10550178
2019-10-31 12:44:03.529464,10550479
2019-10-31 12:44:33.788515,10550618
2019-10-31 12:45:03.469979,10550732
2019-10-31 12:45:33.619519,10550931
2019-10-31 12:46:03.404114,10550997
2019-10-31 12:46:33.239285,10551483
2019-10-31 12:47:03.888994,10551677
2019-10-31 12:47:33.520170,10551838
2019-10-31 12:48:03.388919,10552069
2019-10-31 12:48:33.239993,10552193
2019-10-31 12:49:03.226983,10552335
2019-10-31 12:49:33.065571,10552445
2019-10-31 12:50:02.747546,10552526
2019-10-31 12:50:32.980471,10552747
2019-10-31 12:51:03.474780,10552870
2019-10-31 12:51:32.867401,10552975
2019-10-31 12:52:03.782861,10553090
2019-10-31 12:52:33.766656,10553219
2019-10-31 12:53:04.324408,10553470
2019-10-31 12:53:33.683970,10553556
2019-10-31 12:54:03.433683,10553658
2019-10-31 12:54:33.374680,10553773
2019-10-31 12:55:03.315806,10553899
2019-10-31 12:55:33.213722,10554004
2019-10-31 12:56:03.251159,10554085
2019-10-31 12:56:33.261312,10554142
2019-10-31 12:57:02.884024,10554317
2019-10-31 12:57:33.360283,10554384
2019-10-31 12:58:02.955093,10554700
2019-10-31 12:58:33.362610,10554780
2019-10-31 12:59:03.143847,10555117
2019-10-31 12:59:33.244123,10555434
2019-10-31 13:00:03.167670,10555466
2019-10-31 13:00:33.188179,10555630
2019-10-31 13:01:02.950798,10555811
2019-10-31 13:01:33.024398,10555868
2019-10-31 13:02:02.954809,10556014
2019-10-31 13:02:32.883606,10556109
2019-10-31 13:03:03.228213,10556324
2019-10-31 13:03:32.893523,10556441
2019-10-31 13:04:04.036632,10556559
2019-10-31 13:04:33.446221,10556648
2019-10-31 13:05:03.467453,10556809
2019-10-31 13:05:33.237515,10557013
2019-10-31 13:06:02.998665,10557176
2019-10-31 13:06:33.064440,10557223
2019-10-31 13:07:03.042578,10557545
2019-10-31 13:07:32.967468,10557836
2019-10-31 13:08:03.618060,10557881
2019-10-31 13:08:33.659168,10557948
2019-10-31 13:09:04.224288,10558039
2019-10-31 13:09:33.594012,10558099
2019-10-31 13:10:03.190854,10558157
2019-10-31 13:10:33.528454,10558379
2019-10-31 13:11:04.320513,10558715
